timestamp,flow_id,src_ip,dst_ip,src_port,dst_port,protocol,l7_protocol,packet_count,byte_count,packets_per_second,bytes_per_second,avg_packet_size,retransmission_count,retransmission_rate,consecutive_retrans,out_of_order_count,tcp_resets,zero_window_count,zero_window_duration,syn_count,syn_ack_count,syn_to_synack_ratio,fin_count,rst_count,psh_count,duplicate_acks,ttl_min,ttl_avg,ttl_stddev,payload_entropy,dns_failures,connection_state,connection_duration,handshake_latency,error_rate,half_open_connections,is_blocked_flow,inter_arrival_mean_ms,inter_arrival_std_ms,inter_arrival_jitter,latency_p50,latency_p95,latency_p99,tail_latency_ratio,tcp_window_min,tcp_window_avg,tcp_window_drops,connection_rate,connection_churn,abnormal_termination_ratio,cpu_usage_percent,process_cpu_top3,cpu_nr_periods,cpu_nr_throttled,cpu_throttled_time_ms,cpu_throttle_ratio,memory_usage_percent,memory_available_mb,swap_usage_percent,oom_kill_count,disk_read_mb,disk_write_mb,disk_avg_latency_us,disk_queue_depth,tcp_listen_overflows,tcp_listen_drops,process_exits,high_io_latency,cpu_contention,cpu_throttled,memory_critical,swap_active,disk_saturated,http_status_code,http_method,http_latency_ms,grpc_status_code,grpc_method,dns_response_code,dns_num_answers,dns_query_latency_ms,dns_query_latency_p95,kafka_api_key,kafka_error_code,l7_protocol_detected,namespace,pod_name,service_name,verdict,drop_reason,anomaly_label,anomaly_severity,remediation_action
1770047065,a2280051,10.103.149.109,10.0.0.254,80,51424,6,0,3,505,0.6,101.0,168.33333333333334,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,2,0.0,63.0,63.0,0.0,1.0,0.0,ESTABLISHED,5.0,0.0,0.0,0,1,30.02000998822041,42.43980232338337,1.4137171286763854,60.02948200330138,60.02948200330138,60.02948200330138,1.0,63.0,63.0,0.0,0.0,0.0,0.0,4.0,idle,120353,117932,15640024.022,0.9798841740546559,17.8,51553.63671875,0.0,0,6063.71923828125,94508.1181640625,3236.6674615455836,0,0,0,0,0,0,1,0,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,default,httpbin-755bfcfdf-s5d6k,,FORWARDED,,1,0,0
1770047065,433bb2bc,10.103.149.109,10.0.0.254,80,51470,6,0,2,223,0.4,44.6,111.5,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,1,0.0,63.0,63.0,0.0,1.0,0.0,ESTABLISHED,5.0,0.0,0.0,0,1,40.997011004947126,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,4.4,python3(166.5%),0,0,0.0,0.0,17.8,51553.63671875,0.0,0,6063.71923828125,94508.1181640625,3236.6674615455836,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,default,httpbin-755bfcfdf-s5d6k,,FORWARDED,,1,0,0
1770047065,dc00bdc9,10.103.149.109,10.0.0.254,80,51448,6,0,456,103284,91.2,20656.8,226.5,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,456,0.0,63.0,63.0,0.0,0.0043859649122807015,0.0,ESTABLISHED,5.0,0.0,0.0,0,1,0.1333699845657735,0.12641754067498542,0.947871000259737,0.01631100894883275,0.28733001090586185,0.3416099934838712,20.9435231478012,63.0,63.0,0.0,0.0,0.0,0.0,5.0,"python3(81.1%),cilium-envoy(80.8%)",0,0,0.0,0.0,17.8,51553.63671875,0.0,0,6063.71923828125,94508.1181640625,3236.6674615455836,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,default,httpbin-755bfcfdf-s5d6k,,FORWARDED,,1,0,0
1770047065,6fbb1d70,10.0.0.254,10.0.0.32,51448,80,6,0,446,31220,89.2,6244.0,70.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,223,0.0,63.0,63.0,0.0,0.004484304932735426,0.0,ESTABLISHED,5.0,0.0,0.0,0,1,0.13352293937121718,0.13131298571038555,0.9834488839802458,0.008399016223847866,0.2958109835162759,0.3541099722497165,42.160886800559965,673.0,673.0,0.0,0.0,0.0,0.0,2.6,python3(162.5%),0,0,0.0,0.0,17.8,51553.63671875,0.0,0,6063.71923828125,94508.1181640625,3236.6674615455836,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,default,load-test-wrk,,FORWARDED,,1,0,0
1770047065,39e7ec58,10.103.149.109,10.0.0.254,80,51414,6,0,3,505,0.6,101.0,168.33333333333334,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,2,0.0,63.0,63.0,0.0,1.0,0.0,ESTABLISHED,5.0,0.0,0.0,0,1,27.34415850136429,38.658470339707186,1.4137743656576005,54.679825028870255,54.679825028870255,54.679825028870255,1.0,63.0,63.0,0.0,0.0,0.0,0.0,5.4,"python3(89.5%),kube-apiserver(89.1%)",1,1,169.682,1.0,17.8,51553.63671875,0.0,0,6063.71923828125,94508.1181640625,3236.6674615455836,0,0,0,0,0,0,1,0,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,default,httpbin-755bfcfdf-s5d6k,,FORWARDED,,1,0,0
1770047065,e5412f4b,10.103.149.109,10.0.0.254,80,51406,6,0,3,505,0.6,101.0,168.33333333333334,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,2,0.0,63.0,63.0,0.0,1.0,0.0,ESTABLISHED,5.0,0.0,0.0,0,1,26.487806986551732,37.44614209016326,1.4137124341465959,52.96622798778117,52.96622798778117,52.96622798778117,1.0,63.0,63.0,0.0,0.0,0.0,0.0,2.9,idle,0,0,0.0,0.0,17.8,51553.63671875,0.0,0,6063.71923828125,94508.1181640625,3236.6674615455836,1,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,default,httpbin-755bfcfdf-s5d6k,,FORWARDED,,1,0,0
1770047065,7cf72872,10.103.149.109,10.0.0.254,80,51490,6,0,1,52,0.2,10.4,52.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63.0,63.0,0.0,1.0,0.0,ESTABLISHED,5.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,5.6,python3(182.5%),0,0,0.0,0.0,17.8,51553.63671875,0.0,0,6063.71923828125,94508.1220703125,3236.6685732290644,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,default,httpbin-755bfcfdf-s5d6k,,FORWARDED,,1,0,0
1770047065,a14b6819,10.103.149.109,10.0.0.254,80,51478,6,0,1,52,0.2,10.4,52.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63.0,63.0,0.0,1.0,0.0,ESTABLISHED,5.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,2.9,python3(89.4%),0,0,0.0,0.0,17.8,51553.63671875,0.0,0,6063.71923828125,94508.1220703125,3236.6685732290644,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,default,httpbin-755bfcfdf-s5d6k,,FORWARDED,,1,0,0
1770047065,c8fedaa1,10.103.149.109,10.0.0.254,80,51392,6,0,3,505,0.6,101.0,168.33333333333334,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,2,0.0,63.0,63.0,0.0,1.0,0.0,ESTABLISHED,5.0,0.0,0.0,0,1,25.63115250086412,36.23639475886417,1.4137637688216522,51.254152960609645,51.254152960609645,51.254152960609645,1.0,63.0,63.0,0.0,0.0,0.0,0.0,5.6,python3(81.6%),1,1,394.601,1.0,17.8,51553.63671875,0.0,0,6063.71923828125,94508.1416015625,3236.6639914261323,0,0,0,0,0,0,1,0,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,default,httpbin-755bfcfdf-s5d6k,,FORWARDED,,1,0,0
1770047065,0121eb33,10.103.149.109,10.0.0.254,80,51462,6,0,1,52,0.2,10.4,52.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63.0,63.0,0.0,1.0,0.0,ESTABLISHED,5.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,5.3,python3(89.8%),0,0,0.0,0.0,17.8,51553.63671875,0.0,0,6063.71923828125,94508.1416015625,3236.6639914261323,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,default,httpbin-755bfcfdf-s5d6k,,FORWARDED,,1,0,0
