timestamp,flow_id,src_ip,dst_ip,src_port,dst_port,protocol,l7_protocol,packet_count,byte_count,packets_per_second,bytes_per_second,avg_packet_size,retransmission_count,retransmission_rate,consecutive_retrans,out_of_order_count,tcp_resets,zero_window_count,zero_window_duration,syn_count,syn_ack_count,syn_to_synack_ratio,fin_count,rst_count,psh_count,duplicate_acks,ttl_min,ttl_avg,ttl_stddev,payload_entropy,dns_failures,connection_state,connection_duration,handshake_latency,error_rate,half_open_connections,is_blocked_flow,cpu_usage_percent,process_cpu_top3,memory_usage_percent,memory_available_mb,swap_usage_percent,oom_kill_count,disk_read_mb,disk_write_mb,disk_avg_latency_us,process_exits,high_io_latency,cpu_contention,memory_critical,swap_active,http_status_code,http_method,http_latency_ms,grpc_status_code,grpc_method,dns_response_code,dns_num_answers,kafka_api_key,kafka_error_code,l7_protocol_detected,namespace,pod_name,service_name,verdict,drop_reason,anomaly_label,anomaly_severity,remediation_action
1769612860,6e5109c2,10.0.0.11,10.0.0.181,54597,53,17,0,2,164,0.4,32.8,82.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,0.5,2,ESTABLISHED,5.0,0.0,0.0,0,0,2.5,idle,19.5,50473.109375,0.0,0,6707.87451171875,69961.2119140625,3185.776216300722,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,client-5b9b5866cb-pvsm6,,FORWARDED,,0,0,0
1769612860,452fdc46,10.96.0.10,10.0.0.11,53,54597,17,0,2,309,0.4,61.8,154.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,1.0,0,ESTABLISHED,5.0,0.0,0.0,0,0,1.6,python3(128.3%),19.5,50473.109375,0.0,0,6707.87451171875,69961.2119140625,3185.776216300722,0,0,0,0,0,0,,0,0,,0,0,0,0,,kube-system,coredns-66bc5c9577-fxqd5,,FORWARDED,,0,0,0
1769612860,dd09174f,10.102.214.146,10.0.0.11,80,57574,6,0,4,1901,0.8,380.2,475.25,0,0.0,0,1,0.0,0,0.0,0,1,0.0,1,0,1,0.0,63,63.0,0.0,0.75,0,CLOSING,5.0,0.0,0.25,0,0,8.6,python3(115.6%),19.5,50473.109375,0.0,0,6707.87451171875,69961.2119140625,3185.776216300722,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,echo-server-6f59665f5f-8fth2,,FORWARDED,,0,0,0
1769612860,43fd61fd,10.0.0.89,10.0.0.106,50552,80,6,0,4,426,0.8,85.2,106.5,0,0.0,0,0,0.0,0,0.0,8,0,8.0,0,0,1,0.0,63,63.0,0.0,0.75,0,ESTABLISHED,5.0,2.914e-05,0.0,1,0,0.0,"python3(120.7%),cilium-agent(120.2%)",19.5,50473.109375,0.0,0,6707.87451171875,69961.2119140625,3185.776216300722,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769612860,ab96ddfa,10.0.0.89,10.0.0.106,50534,80,6,0,1,52,0.2,10.4,52.0,0,0.0,0,0,0.0,0,0.0,8,0,8.0,1,0,0,0.0,63,63.0,0.0,1.0,0,ESTABLISHED,5.0,0.0,0.0,0,0,7.4,idle,19.5,50473.109375,0.0,0,6707.87451171875,69961.2119140625,3185.776216300722,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769612860,b10d6081,10.0.0.11,10.0.0.181,45691,53,17,0,2,180,0.4,36.0,90.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,0.5,2,ESTABLISHED,5.0,0.0,0.0,0,0,0.0,python3(242.6%),19.5,50473.109375,0.0,0,6707.87451171875,69961.2119140625,3185.776216300722,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,client-5b9b5866cb-pvsm6,,FORWARDED,,0,0,0
1769612860,df88bf02,10.0.0.11,10.0.0.181,56439,53,17,0,3,270,0.6,54.0,90.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,0.3333333333333333,3,ESTABLISHED,5.0,0.0,0.0,0,0,7.4,"cilium-envoy(122.3%),python3(122.3%)",19.5,50472.734375,0.0,0,6707.87451171875,69961.2119140625,3185.776216300722,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,client-5b9b5866cb-pvsm6,,FORWARDED,,0,0,0
1769612860,27177435,10.96.0.10,10.0.0.11,53,45691,17,0,2,333,0.4,66.6,166.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,1.0,0,ESTABLISHED,5.0,0.0,0.0,0,0,3.7,idle,19.5,50472.734375,0.0,0,6707.87451171875,69961.2119140625,3185.776216300722,0,0,0,0,0,0,,0,0,,0,0,0,0,,kube-system,coredns-66bc5c9577-fxqd5,,FORWARDED,,0,0,0
1769612860,a7e11de7,10.96.0.10,10.0.0.11,53,56439,17,0,3,483,0.6,96.6,161.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,0.6666666666666666,0,ESTABLISHED,5.0,0.0,0.0,0,0,6.9,"python3(121.7%),hubble-relay(112.9%)",19.5,50472.734375,0.0,0,6707.87451171875,69961.2119140625,3185.776216300722,0,0,0,0,0,0,,0,0,,0,0,0,0,,kube-system,coredns-66bc5c9577-fxqd5,,FORWARDED,,0,0,0
1769612860,b40fdbf8,10.0.0.11,10.0.0.181,56440,53,17,0,2,180,0.4,36.0,90.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,0.5,2,ESTABLISHED,5.0,0.0,0.0,0,0,3.8,python3(118.2%),19.5,50472.7421875,0.0,0,6707.87451171875,69961.2119140625,3185.776216300722,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,client-5b9b5866cb-pvsm6,,FORWARDED,,0,0,0
