timestamp,flow_id,src_ip,dst_ip,src_port,dst_port,protocol,l7_protocol,packet_count,byte_count,packets_per_second,bytes_per_second,avg_packet_size,retransmission_count,retransmission_rate,consecutive_retrans,out_of_order_count,tcp_resets,zero_window_count,zero_window_duration,syn_count,syn_ack_count,syn_to_synack_ratio,fin_count,rst_count,psh_count,duplicate_acks,ttl_min,ttl_avg,ttl_stddev,payload_entropy,dns_failures,connection_state,connection_duration,handshake_latency,error_rate,half_open_connections,is_blocked_flow,cpu_usage_percent,process_cpu_top3,memory_usage_percent,memory_available_mb,swap_usage_percent,oom_kill_count,disk_read_mb,disk_write_mb,disk_avg_latency_us,process_exits,high_io_latency,cpu_contention,memory_critical,swap_active,http_status_code,http_method,http_latency_ms,grpc_status_code,grpc_method,dns_response_code,dns_num_answers,kafka_api_key,kafka_error_code,l7_protocol_detected,namespace,pod_name,service_name,verdict,drop_reason,anomaly_label,anomaly_severity,remediation_action
1769425091,65b50609,10.0.0.89,10.0.0.141,53814,8081,6,0,5,377,50.0,3770.0,75.4,0,0.0,0,0,0.0,0,0.0,8,0,8.0,1,0,1,0.0,63,63.0,0.0,0.6,0,CLOSING,0.1,3.9154e-05,0.0,1,0,3.3,idle,14.4,53696.82421875,0.0,0,5878.58740234375,5667.5166015625,2063.21157395016,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425096,689bb537,10.0.0.45,10.0.0.142,53193,53,17,0,2,164,20.0,1640.0,82.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,0.5,2,ESTABLISHED,0.1,0.0,0.0,0,0,0.5,"kube-apiserver(1.6%),kubelet(1.4%),cilium-envoy(1.2%)",14.4,53706.1015625,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,client-5b9b5866cb-pvsm6,,FORWARDED,,0,0,0
1769425096,b524a5e2,10.96.0.10,10.0.0.45,53,53193,17,0,2,309,20.0,3090.0,154.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,1.0,0,ESTABLISHED,0.1,0.0,0.0,0,0,7.4,python3(140.6%),14.4,53706.1015625,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,kube-system,coredns-66bc5c9577-fxqd5,,FORWARDED,,0,0,0
1769425096,ac9951ba,10.102.214.146,10.0.0.45,80,46164,6,0,4,1603,40.0,16030.0,400.75,0,0.0,0,0,0.0,0,0.0,0,1,0.0,1,0,1,0.0,63,63.0,0.0,0.75,0,CLOSING,0.1,0.0,0.0,0,0,9.5,idle,14.4,53706.359375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,echo-server-6f59665f5f-8fth2,,FORWARDED,,0,0,0
1769425096,926853ba,10.0.0.89,10.0.0.95,41996,80,6,0,4,426,40.0,4260.0,106.5,0,0.0,0,0,0.0,0,0.0,13,0,13.0,0,0,1,0.0,63,63.0,0.0,0.75,0,ESTABLISHED,0.1,2.2504e-05,0.0,1,0,9.5,idle,14.4,53706.1171875,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425096,3de64cc6,10.0.0.89,10.0.0.142,37684,8181,6,0,5,375,50.0,3750.0,75.0,0,0.0,0,0,0.0,0,0.0,13,0,13.0,1,0,1,0.0,63,63.0,0.0,0.6,0,CLOSING,0.1,2.4066e-05,0.0,1,0,0.0,python3(323.9%),14.4,53706.1171875,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425096,31e9a22a,10.0.0.89,10.0.0.95,50852,80,6,0,1,52,10.0,520.0,52.0,0,0.0,0,0,0.0,0,0.0,13,0,13.0,1,0,0,0.0,63,63.0,0.0,1.0,0,ESTABLISHED,0.1,0.0,0.0,0,0,9.5,idle,14.4,53706.1171875,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425096,65921b09,10.0.0.89,10.0.0.141,53820,8081,6,0,6,422,60.0,4220.0,70.33333333333333,0,0.0,0,0,0.0,0,0.0,13,0,13.0,1,0,1,0.0,63,63.0,0.0,0.5,0,CLOSING,0.1,4.4694e-05,0.0,1,0,0.0,idle,14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425096,2834c8dc,10.0.0.45,10.0.0.142,46335,53,17,0,2,164,20.0,1640.0,82.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,0.5,2,ESTABLISHED,0.1,0.0,0.0,0,0,10.0,"cilium-agent(166.5%),python3(166.3%)",14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,client-5b9b5866cb-pvsm6,,FORWARDED,,0,0,0
1769425096,6bd8f4b2,10.96.0.10,10.0.0.45,53,46335,17,0,2,309,20.0,3090.0,154.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,1.0,0,ESTABLISHED,0.1,0.0,0.0,0,0,0.0,python3(165.6%),14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,kube-system,coredns-66bc5c9577-fxqd5,,FORWARDED,,0,0,0
1769425096,d7439997,10.102.214.146,10.0.0.45,80,46166,6,0,4,1603,40.0,16030.0,400.75,0,0.0,0,0,0.0,0,0.0,0,1,0.0,1,0,1,0.0,63,63.0,0.0,0.75,0,CLOSING,0.1,0.0,0.0,0,0,5.0,python3(162.9%),14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,echo-server-6f59665f5f-8fth2,,FORWARDED,,0,0,0
1769425096,8ca13b42,10.0.0.89,10.0.0.95,42012,80,6,0,4,426,40.0,4260.0,106.5,0,0.0,0,0,0.0,0,0.0,13,0,13.0,0,0,1,0.0,63,63.0,0.0,0.75,0,ESTABLISHED,0.1,3.3391e-05,0.0,1,0,0.0,idle,14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425096,ef4eb0bf,10.0.0.89,10.0.0.129,33924,4222,6,0,11,858,110.0,8580.0,78.0,0,0.0,0,0,0.0,0,0.0,13,0,13.0,1,0,4,0.0,63,63.0,0.0,0.5454545454545454,0,ESTABLISHED,0.1,2.4558e-05,0.0,1,0,5.3,python3(170.0%),14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425096,b954eef1,10.0.0.89,10.0.0.95,41994,80,6,0,1,52,10.0,520.0,52.0,0,0.0,0,0,0.0,0,0.0,13,0,13.0,1,0,0,0.0,63,63.0,0.0,1.0,0,ESTABLISHED,0.1,0.0,0.0,0,0,0.0,idle,14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425096,b2e2f459,10.0.0.45,10.0.0.142,58225,53,17,0,2,164,20.0,1640.0,82.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,0.5,2,ESTABLISHED,0.1,0.0,0.0,0,0,5.3,python3(170.6%),14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,client-5b9b5866cb-pvsm6,,FORWARDED,,0,0,0
1769425096,aa386e3b,10.96.0.10,10.0.0.45,53,58225,17,0,2,309,20.0,3090.0,154.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,1.0,0,ESTABLISHED,0.1,0.0,0.0,0,0,5.3,idle,14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,kube-system,coredns-66bc5c9577-fxqd5,,FORWARDED,,0,0,0
1769425096,64321597,10.102.214.146,10.0.0.45,80,46182,6,0,4,1603,40.0,16030.0,400.75,0,0.0,0,0,0.0,0,0.0,0,1,0.0,1,0,1,0.0,63,63.0,0.0,0.75,0,CLOSING,0.1,0.0,0.0,0,0,5.0,idle,14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,echo-server-6f59665f5f-8fth2,,FORWARDED,,0,0,0
1769425096,c4bae3da,10.0.0.89,10.0.0.95,42022,80,6,0,4,426,40.0,4260.0,106.5,0,0.0,0,0,0.0,0,0.0,13,0,13.0,0,0,1,0.0,63,63.0,0.0,0.75,0,ESTABLISHED,0.1,2.8913e-05,0.0,1,0,0.0,python3(166.9%),14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425096,688751ff,10.0.0.89,10.0.0.142,39564,8080,6,0,5,376,50.0,3760.0,75.2,0,0.0,0,0,0.0,0,0.0,13,0,13.0,1,0,1,0.0,63,63.0,0.0,0.6,0,CLOSING,0.1,2.6593e-05,0.0,1,0,5.3,python3(166.5%),14.4,53705.87109375,0.0,0,5878.58740234375,5667.7587890625,2063.2440350432407,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425101,926853ba,10.0.0.89,10.0.0.95,41996,80,6,0,1,52,10.0,520.0,52.0,0,0.0,0,0,0.0,0,0.0,19,0,19.0,1,0,0,0.0,63,63.0,0.0,1.0,0,CLOSING,0.1,0.0,0.0,0,0,0.8,"kube-apiserver(2.7%),kubelet(1.2%),cilium-agent(1.2%)",14.3,53775.44921875,0.0,0,5878.58740234375,5668.3369140625,2063.369928293406,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425101,8ca13b42,10.0.0.89,10.0.0.95,42012,80,6,0,1,52,10.0,520.0,52.0,0,0.0,0,0,0.0,0,0.0,19,0,19.0,1,0,0,0.0,63,63.0,0.0,1.0,0,CLOSING,0.1,0.0,0.0,0,0,4.5,idle,14.3,53775.44921875,0.0,0,5878.58740234375,5668.3369140625,2063.369928293406,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425101,c4bae3da,10.0.0.89,10.0.0.95,42022,80,6,0,1,52,10.0,520.0,52.0,0,0.0,0,0,0.0,0,0.0,19,0,19.0,1,0,0,0.0,63,63.0,0.0,1.0,0,CLOSING,0.1,0.0,0.0,0,0,10.0,"python3(166.4%),cilium-envoy(164.8%),kube-apiserver(164.0%)",14.3,53775.44921875,0.0,0,5878.58740234375,5668.3369140625,2063.369928293406,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425101,79a6f434,10.0.0.89,10.0.0.129,33940,4222,6,0,11,846,110.0,8460.0,76.9090909090909,0,0.0,0,0,1.0,1,0.0,19,0,19.0,1,1,5,0.0,63,63.0,0.0,0.7272727272727273,0,CLOSING,0.1,2.78e-05,0.09090909090909091,1,0,5.3,python3(165.8%),14.3,53775.44921875,0.0,0,5878.58740234375,5668.3369140625,2063.369928293406,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425101,a24e07e8,10.96.0.1,10.0.0.142,443,58634,6,2,1,91,10.0,910.0,91.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,1,0.0,63,63.0,0.0,1.0,0,ESTABLISHED,0.1,0.0,0.0,0,0,5.3,idle,14.3,53775.44921875,0.0,0,5878.58740234375,5668.3369140625,2063.369928293406,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,FORWARDED,,0,0,0
1769425101,fe249efb,10.0.0.45,10.0.0.142,39711,53,17,0,2,164,20.0,1640.0,82.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,63,63.0,0.0,0.5,2,ESTABLISHED,0.1,0.0,0.0,0,0,10.0,python3(169.6%),14.3,53775.44921875,0.0,0,5878.58740234375,5668.3369140625,2063.369928293406,0,0,0,0,0,0,,0,0,,0,0,0,0,,cilium-test-1,client-5b9b5866cb-pvsm6,,FORWARDED,,0,0,0
